Ticker	% Chng
CASM
RETO
CNIT
MCF
LITB
VNRX
NFEC
CEI
IBIO
EGLT
SYN
ARCW
AMCN
SQNS
AUMN
VBLT
IVAC
TGB
NVLN
NTEC
MCEP
VSI
HTGM
GLOW
NRT
CJJD
CCCR
ICAD
APHB
KONE
JMEI
PES
SDT
VTNR
LYTS
NTIP
GIGM
FNJN
GSVC
RKDA
KMPH
SB
EVEP
MTSL
APEN
NM
IDXG
RNN
SALM
ZDGE
CCXI
RSYS
EMES
BUR
BURG
NVIV
NEPT
CRMD
CGA
ENSV
RCON
PAVM
JMU
DSS
IZEA
MNGA
MATR
FOMX
SGOC
ZX



Shares with Shorts >= 15%:
HTGM	75.983
AEMD	32.5
ICON	10.924
SND	7.371
VSI	6.977
IDXG	6.604
EGLT	6.542
PTIE	6.083
ADRO	5.405
TRXC	5.366



Possible Great Stocks (Short Pain, Within 15% of 52 Week Low):
HTGM	1683.783	False
AEMD	537.225		False
APHB	354.647		False
CCXI	308.249		False
GEVO	156.816		True
AST	135.902		False
IDXG	123.363		False
SND	115.651		False
HOS	97.728		False
TRXC	86.661		False
PES	72.001		False
MNGA	69.798		True
BTX	65.358		False
AVXL	64.0		False
EMES	61.88		False
CBAY	58.757		False
VBLT	58.519		False
RCON	50.823		False
EFOI	43.239		False
YUMA	39.893		False
NFEC	35.702		False
FRO	35.664		False
NVIV	34.649		False
FOMX	34.57		False
SB	32.49		False
BURG	32.006		False
CASM	30.492		False
MCEP	29.851		False
CRMD	29.191		False
EVEP	27.661		False
RKDA	25.96		False
SGOC	24.174		False
MYSZ	22.207		True
CNIT	21.496		False
VTNR	20.838		False
KMPH	17.999		False
ATNM	17.093		False
RSYS	15.952		False
IBIO	14.22		False
ENSV	10.743		False
MRDN	8.818		True
IDSY	7.694		False
AFMD	7.214		False
SALM	7.108		False
ZDGE	5.61		False
RLJE	4.836		False
DSS	4.773		False
ICAD	3.461		False
ARCW	3.383		False
LYTS	3.303		False
CJJD	2.382		False
UAMY	2.0		False
SDR	1.819		False
NTEC	1.346		False
WSTL	0.923		False
PAVM	0.892		False
HSGX	0.796		False
MTSL	0.057		False
NCTY	0.0		False
DNN	0.0		False
SNDE	0.0		False
RETO	0.0		False
MCF	0.0		False
LITB	0.0		False
CEI	0.0		True
SYN	0.0		False
SQNS	0.0		False
TGB	0.0		False
KONE	0.0		False
JMEI	0.0		False
SDT	0.0		False
GSVC	0.0		False
NM	0.0		False
JMU	0.0		False



The Perfect Stocks (Positive Price, Volume Trend, High Short Shares Float. Does not Check Beta) (Short Pain, Within 15% of 52 Week Low):
HTGM	1683.783	False	Neg
AEMD	537.225		False	Neg
IZEA	403.485		False	-
EGLT	340.38		True	Neg
CCXI	308.249		False	Neg
GEVO	156.816		True	Neg
IDXG	123.363		False	Neg
SND	115.651		False	-
AVGR	82.696		True
MNGA	69.798		True	Neg
AVXL	64.0		False	-
TROV	63.127		False	-
CBAY	58.757		False
VBLT	58.519		False	Neg
ARLZ	51.525		False	-
LINU	34.301		False	Neg
BSPM	33.518		False	-
NURO	32.499		False	-
RKDA	25.96		False	-


Top 10 Stocks Experiencing Greatest Pain (Short Pain, Within 15% of 52 Week Low):
HTGM	1683.783	False	Neg
AEMD	537.225		False	Neg
IZEA	403.485		False -
APHB	354.647		False	Neg
ICON	345.308		True  -
EGLT	340.38		True	Neg
CCXI	308.249		False	Neg
VSI	194.449		False	Winner
GEVO	156.816		True	Neg
PTIE	154.447		False -
